Rank,Name Country/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio,Citations,Industry Income,International Outlook,Overall,Research,Teaching
Reporter,Universidade Estadual de Goiás,19519,15.4,0%,66 : 34,,,,,,
Reporter,European University CyprusCyprus,5229,19.4,49%,58 : 42,,,,,,
Reporter,European University of Valencia,2169,8.8,50%,58 : 42,,,,,,
Reporter,"Evangel University, Akaeze",987,5.7,0%,47 : 53,,,,,,
Reporter,Externado University of Colombia,12370,13.0,1%,58 : 42,,,,,,
Reporter,Falmouth University,4799,17.8,14%,57 : 43,,,,,,
Reporter,Federal University Gashua,1091,3.3,0%,10 : 90,,,,,,
Reporter,Federal University of Kashere,10121,21.4,0%,30 : 70,,,,,,
Reporter,Federal University of Lafia,12456,22.8,0%,40 : 60,,,,,,
Reporter,Federal University of Latin American Integration (UNILA),4774,11.8,31%,50 : 50,,,,,,
Reporter,"Federal University of Petroleum Resources, Effurun",7313,39.7,0%,17 : 83,,,,,,
Reporter,"Federal University of Technology, Minna",24671,27.8,0%,25 : 75,,,,,,
Reporter,"Federal University of Technology, Owerri",22610,18.7,0%,31 : 69,,,,,,
Reporter,First Technical University,2442,29.1,0%,29 : 71,,,,,,
Reporter,Fountain University,1420,18.9,0%,59 : 41,,,,,,
Reporter,University of Franca,50760,160.6,0%,57 : 43,,,,,,
Reporter,Fukui Prefectural University,1772,10.9,1%,51 : 49,,,,,,
Reporter,Fundação Oswaldo Cruz,3699,,%,nan,,,,,,
Reporter,Fundación Universitaria del Área Andina,40193,35.9,0%,60 : 40,,,,,,
Reporter,Future University in Egypt,9066,10.7,10%,43 : 57,,,,,,
Reporter,General Sir John Kotelawala Defence University,5136,21.0,2%,48 : 52,,,,,,
Reporter,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,2046,20.5,0%,10 : 90,,,,,,
Reporter,GLA University,9680,17.2,0%,27 : 73,,,,,,
Reporter,Fergana Polytechnic Institute,14812,23.6,0%,20 : 80,,,,,,
Reporter,Glasgow School of Art,2238,16.1,44%,67 : 33,,,,,,
Reporter,University of Gloucestershire,6607,17.2,11%,60 : 40,,,,,,
Reporter,Gomel State Medical University,3642,8.5,20%,66 : 34,,,,,,
Reporter,Government College Women University Faisalabad,14424,56.3,0%,100 : 0,,,,,,
Reporter,"Government College Women University, Sialkot",7023,34.8,0%,100 : 0,,,,,,
Reporter,"The Graduate University for Advanced Studies, SOKENDAI",506,0.4,31%,29 : 71,,,,,,
Reporter,Greenwich University,1261,15.6,3%,35 : 65,,,,,,
Reporter,Gregory University Uturu,2025,7.3,0%,62 : 38,,,,,,
Reporter,Grodno State Medical University,4700,8.4,26%,71 : 29,,,,,,
Reporter,Guildhall School of Music and Drama,997,5.2,34%,50 : 50,,,,,,
Reporter,Gulf College,2780,27.5,3%,40 : 60,,,,,,
Reporter,Harper Adams University,2197,13.4,11%,58 : 42,,,,,,
Reporter,Hartpury University,1657,23.7,10%,64 : 36,,,,,,
Reporter,Hassiba Benbouali University of Chlef,30121,22.3,1%,71 : 29,,,,,,
Reporter,Hawler Medical University,4152,7.2,1%,63 : 37,,,,,,
Reporter,University of Health and Allied Sciences,6445,23.5,0%,62 : 38,,,,,,
Reporter,"University of Health Sciences, Turkey",21322,9.0,5%,34 : 66,,,,,,
Reporter,University of the Highlands and Islands,7201,134.3,12%,61 : 39,,,,,,
Reporter,Hindustan Institute of Technology and Science,6033,12.1,1%,36 : 64,,,,,,
Reporter,Hiroshima Shudo University,4776,16.6,0%,39 : 61,,,,,,
Reporter,Hiroshima Institute of Technology,4628,25.4,0%,10 : 90,,,,,,
Reporter,Hitotsubashi University,6212,17.0,15%,32 : 68,,,,,,
Reporter,Huachiew Chalermprakiet University,7297,16.0,7%,79 : 21,,,,,,
Reporter,University of Human Development,2583,17.1,3%,49 : 51,,,,,,
Reporter,Hyogo University of Teacher Education,1161,8.0,2%,68 : 32,,,,,,
Reporter,IFHE Hyderabad,6931,20.3,0%,39 : 61,,,,,,
Reporter,Ignatius Ajuru University of Education,29785,75.2,0%,49 : 51,,,,,,
Reporter,Ilma University,4107,22.4,0%,21 : 79,,,,,,
Reporter,IMT Mines Alès,1425,12.8,15%,31 : 69,,,,,,
Reporter,Indira Gandhi Delhi Technical University for Women,3673,53.2,0%,100 : 0,,,,,,
Reporter,Innopolis University,823,15.8,32%,16 : 84,,,,,,
Reporter,Institute of Cancer Research,196,2.8,33%,62 : 38,,,,,,
Reporter,International Christian University,2913,12.6,11%,61 : 39,,,,,,
Reporter,International University of Rabat,5830,33.3,2%,51 : 49,,,,,,
Reporter,Ionian University,8169,41.9,3%,53 : 47,,,,,,
Reporter,Ion Mincu University of Architecture and Urbanism,3173,12.8,4%,71 : 29,,,,,,
Reporter,Islamia College Peshawar,6732,25.5,3%,27 : 73,,,,,,
Reporter,The Islamic University,4152,9.1,2%,70 : 30,,,,,,
Reporter,Islamic University of GazaPalestine,17058,47.0,1%,60 : 40,,,,,,
Reporter,Islamic University of Madinah,11703,7.7,75%,4 : 96,,,,,,
Reporter,Isra University,4864,19.6,18%,54 : 46,,,,,,
Reporter,Israel Technological University,3070,34.9,1%,42 : 58,,,,,,
Reporter,Istanbul Aydın University,27826,27.9,13%,51 : 49,,,,,,
Reporter,Istanbul Gelişim University,18774,23.4,15%,46 : 54,,,,,,
Reporter,IUBAT – International University of Business Agriculture and Technology,6435,22.1,1%,30 : 70,,,,,,
Reporter,Universita IULMItaly,7841,15.9,7%,72 : 28,,,,,,
Reporter,Ivanovo State University,2990,15.2,14%,66 : 34,,,,,,
Reporter,Jabir ibn Hayyan Medical University,1532,16.1,0%,58 : 42,,,,,,
Reporter,Japan Advanced Institute of Science and Technology (JAIST),1218,7.8,42%,23 : 77,,,,,,
Reporter,Jashore University of Science and Technology,4741,20.1,0%,30 : 70,,,,,,
Reporter,Jerash Private University,3362,18.0,31%,38 : 62,,,,,,
Reporter,University of Jijel,21228,20.2,0%,63 : 37,,,,,,
Reporter,University of Jos,37885,23.4,0%,45 : 55,,,,,,
Reporter,Kabardino-Balkarian State University,11201,19.6,13%,54 : 46,,,,,,
Reporter,Kamianets-Podіlskyi Ivan Ohiienko National University,2944,7.8,0%,64 : 36,,,,,,
Reporter,Kampala International University,23800,7.0,30%,45 : 55,,,,,,
Reporter,Karaganda University of Kazpotrebsoyuz,5076,13.3,1%,59 : 41,,,,,,
Reporter,Karshi State University,13909,21.0,0%,63 : 37,,,,,,
Reporter,Kastamonu University,17597,41.0,15%,45 : 55,,,,,,
Reporter,Kazakh National Pedagogical University Abai,13479,12.6,2%,61 : 39,,,,,,
Reporter,Kazan State Power Engineering University,9440,24.6,3%,33 : 67,,,,,,
Reporter,University of Kelaniya,17082,17.1,3%,65 : 35,,,,,,
Reporter,University of Kerbala,20327,16.5,0%,55 : 45,,,,,,
Reporter,Kermanshah University of TechnologyIran,2251,13.6,0%,38 : 62,,,,,,
Reporter,Kharkiv University of Humanities “People’s Ukrainian Academy”,455,5.5,1%,81 : 19,,,,,,
Reporter,Kadir Has UniversityTurkey,4896,23.5,3%,53 : 47,,,,,,
Reporter,Khazar University,2610,11.3,7%,54 : 46,,,,,,
Reporter,Khomein University of Medical SciencesIran,782,31.3,0%,48 : 52,,,,,,
Reporter,Khulna University,5921,11.8,0%,41 : 59,,,,,,
Reporter,Khwaja Fareed University of Engineering and Information Technology,10713,21.6,0%,41 : 59,,,,,,
Reporter,Khyber Medical University,4364,16.5,3%,40 : 60,,,,,,
Reporter,Kings University,132,3.3,0%,42 : 58,,,,,,
Reporter,University of Kirkuk,22867,24.8,0%,52 : 48,,,,,,
Reporter,Kitami Institute of Technology,1965,14.1,4%,13 : 87,,,,,,
Reporter,Kobe City University of Foreign Studies,2287,15.3,4%,67 : 33,,,,,,
Reporter,Kobe Gakuin University,11557,34.3,2%,38 : 62,,,,,,
Reporter,Kocaeli Health and Technology University,2784,31.6,4%,66 : 34,,,,,,
Reporter,Kokshetau State University,7047,11.3,5%,65 : 35,,,,,,
Reporter,Konan Women’s University,4416,24.7,1%,100 : 0,,,,,,
Reporter,Konya Technical University,13016,30.1,4%,26 : 74,,,,,,
Reporter,KTO Karatay University,8370,26.2,3%,58 : 42,,,,,,
Reporter,Kyiv National Economic University,10585,9.4,2%,61 : 39,,,,,,
Reporter,Kyoai Gakuen University,1089,19.4,4%,66 : 34,,,,,,
Reporter,Kyrgyz-Turkish Manas University,5448,14.5,17%,72 : 28,,,,,,
Reporter,University of Laghouat,34345,35.2,0%,51 : 49,,,,,,
Reporter,Lagos State University,28289,37.1,0%,50 : 50,,,,,,
Reporter,Knowledge University,2125,16.6,1%,47 : 53,,,,,,
Reporter,University of Lampung,25782,19.9,0%,50 : 50,,,,,,
Reporter,Landmark University,3429,13.4,0%,34 : 66,,,,,,
Reporter,La Salle University,9869,20.1,1%,55 : 45,,,,,,
Reporter,University of Las Américas (UDLA),12767,13.7,1%,54 : 46,,,,,,
Reporter,Leeds Arts University,2064,15.5,12%,76 : 24,,,,,,
Reporter,Leeds Conservatoire,1262,20.0,12%,33 : 67,,,,,,
Reporter,Leeds Trinity University,3230,24.4,9%,65 : 35,,,,,,
Reporter,Koya University,4536,9.4,1%,50 : 50,,,,,,
Reporter,Lesya Ukrainka Volyn National University,8039,10.1,1%,68 : 32,,,,,,
Reporter,University of Liberal Arts Bangladesh,4475,20.2,0%,49 : 51,,,,,,
Reporter,Liverpool Hope University,4025,15.2,13%,67 : 33,,,,,,
Reporter,Liverpool Institute for Performing Arts,867,18.0,23%,57 : 43,,,,,,
Reporter,Liverpool School of Tropical Medicine,210,2.2,39%,65 : 35,,,,,,
Reporter,The LNM Institute of Information Technology,2136,22.3,0%,17 : 83,,,,,,
Reporter,Loei Rajabhat University,7433,19.6,0%,70 : 30,,,,,,
Reporter,London Business School,1994,18.1,91%,38 : 62,,,,,,
Reporter,London School of Hygiene and Tropical Medicine,827,1.8,62%,70 : 30,,,,,,
Reporter,London Metropolitan University,8258,21.6,45%,66 : 34,,,,,,
Reporter,University of Los Lagos,5567,16.6,0%,58 : 42,,,,,,
Reporter,Universidad Loyola,3319,13.3,4%,65 : 35,,,,,,
Reporter,Malawi University of Science and Technology (MUST),2356,12.3,0%,28 : 72,,,,,,
Reporter,Management Development Institute (MDI),982,12.8,0%,21 : 79,,,,,,
Reporter,Marian College Kuttikkanam (Autonomous),1755,17.0,0%,52 : 48,,,,,,
Reporter,Maritime University of Szczecin,2559,24.7,13%,26 : 74,,,,,,
Reporter,University of Mascara,21682,12.0,0%,61 : 39,,,,,,
Reporter,Universidad Mayor,20330,11.0,2%,57 : 43,,,,,,
Reporter,University of Medellín,9371,17.6,2%,54 : 46,,,,,,
Reporter,Meikai University,4326,16.1,17%,43 : 57,,,,,,
Reporter,Michael and Cecilia Ibru University,405,6.9,0%,41 : 59,,,,,,
Reporter,"Michael Okpara University of Agriculture, Umudike",23198,21.7,0%,41 : 59,,,,,,
Reporter,Middle Technical University,37101,26.7,0%,45 : 55,,,,,,
Reporter,Mindanao State University – Iligan Institute of Technology,9348,18.6,0%,60 : 40,,,,,,
Reporter,MIOTI Tech and Business School,115,38.3,9%,31 : 69,,,,,,
Reporter,Mirpur University of Science and Technology,7544,19.8,0%,44 : 56,,,,,,
Reporter,University of Misan,11855,15.0,0%,51 : 49,,,,,,
Reporter,Misr University for Science and Technology,24742,18.8,6%,47 : 53,,,,,,
Reporter,Mahatma Jyotiba Phule Rohilkhand University,3999,20.1,0%,31 : 69,,,,,,
Reporter,M. Kumarasamy College of Engineering,3772,11.7,0%,27 : 73,,,,,,
Reporter,"MNS University of Agriculture, Multan",3266,23.5,0%,22 : 78,,,,,,
Reporter,Modern University for Business and Science,1896,16.9,31%,47 : 53,,,,,,
Reporter,Université Mohamed El Bachir El Ibrahimi de Bordj Bou Arréridj,18000,30.9,0%,100 : 0,,,,,,
Reporter,Universidad MonteávilaVenezuela,1054,5.7,0%,71 : 29,,,,,,
Reporter,University of Monterrey,10814,31.2,1%,61 : 39,,,,,,
Reporter,Moscow Pedagogical State University,16779,18.7,13%,74 : 26,,,,,,
Reporter,Russian Biotechnological University (BIOTECH),5103,9.4,9%,59 : 41,,,,,,
Reporter,Moscow State Linguistic University,6173,6.5,7%,74 : 26,,,,,,
Reporter,October University for Modern Sciences and Arts (MSA),12444,11.4,2%,50 : 50,,,,,,
Reporter,Muban Chombueng Rajabhat University,4951,17.9,0%,62 : 38,,,,,,
Reporter,Mukogawa Women’s University,8394,26.4,0%,100 : 0,,,,,,
Reporter,Mulungushi University,6988,54.6,0%,41 : 59,,,,,,
Reporter,Mutah University,11486,16.1,15%,46 : 54,,,,,,
Reporter,Universidad Nacional de Chimborazo,8478,14.7,1%,57 : 43,,,,,,
Reporter,Universidad Nacional de Itapúa,5595,5.3,0%,59 : 41,,,,,,
Reporter,Nagoya University of Commerce & Business,3549,29.9,8%,25 : 75,,,,,,
Reporter,Najran University,17967,16.9,1%,69 : 31,,,,,,
Reporter,Nakhchivan State University,7620,14.1,20%,46 : 54,,,,,,
Reporter,Namangan Engineering Construction Institute,3881,11.8,0%,18 : 82,,,,,,
Reporter,Namangan Institute of Engineering and Technology,5784,18.1,0%,21 : 79,,,,,,
Reporter,Namangan State University,20636,31.9,0%,66 : 34,,,,,,
Reporter,Nara Institute of Science and Technology,1043,5.1,24%,23 : 77,,,,,,
Reporter,Nara Women’s University,2612,6.2,5%,100 : 0,,,,,,
Reporter,National Aviation University,14239,10.9,5%,39 : 61,,,,,,
Reporter,National University of Computer and Emerging Sciences,8291,14.8,2%,22 : 78,,,,,,
Reporter,National Film and Television School,395,7.2,42%,50 : 50,,,,,,
Reporter,National University of Medical Sciences (NUMS),1654,5.0,0%,72 : 28,,,,,,
Reporter,National University of Mongolia,18647,26.5,2%,60 : 40,,,,,,
Reporter,National University Odessa Law Academy,10503,17.7,1%,60 : 40,,,,,,
Reporter,The National University of Ostroh Academy,3432,8.8,1%,57 : 43,,,,,,
Reporter,National Polytechnic University of Armenia,5742,8.7,2%,20 : 80,,,,,,
Reporter,National University of Quilmes,33703,27.3,2%,57 : 43,,,,,,
Reporter,National University of Science and Technology,3986,18.8,14%,63 : 37,,,,,,
Reporter,"National University, Sudan",5132,12.3,6%,60 : 40,,,,,,
Reporter,National Taichung University of Science and TechnologyTaiwan,15512,14.9,1%,70 : 30,,,,,,
Reporter,National Transport University,7262,11.5,2%,31 : 69,,,,,,
Reporter,National University of Water and Environmental Engineering,4344,9.8,3%,34 : 66,,,,,,
Reporter,National University “Yuri Kondrautyuk Poltava Polytechnic,5067,8.1,10%,49 : 51,,,,,,
Reporter,Navoi State Pedagogical Institute,12791,26.4,0%,72 : 28,,,,,,
Reporter,Universitas Negeri Surabaya,29840,24.5,0%,64 : 36,,,,,,
Reporter,Newman University,2325,17.9,12%,76 : 24,,,,,,
Reporter,Niger Delta University,20608,25.9,0%,45 : 55,,,,,,
Reporter,"Nigerian Police Academy, Wudil",3087,21.9,0%,16 : 84,,,,,,
Reporter,Nihon Pharmaceutical University,1618,18.4,4%,48 : 52,,,,,,
Reporter,Niigata University of Health and Welfare,4410,17.2,0%,51 : 49,,,,,,
Reporter,University of Niigata Prefecture,1196,14.8,1%,76 : 24,,,,,,
Reporter,Nile University,2168,14.4,2%,28 : 72,,,,,,
Reporter,Ninevah University,3707,13.6,0%,42 : 58,,,,,,
Reporter,Nitte (Deemed to be University),4408,7.7,1%,65 : 35,,,,,,
Reporter,University of Northampton,9947,16.8,33%,64 : 36,,,,,,
Reporter,Northeast Ohio Medical University,955,11.8,0%,54 : 46,,,,,,
Reporter,Northern Technical University,21400,27.5,0%,48 : 52,,,,,,
Reporter,Norwich University of the Arts,2290,15.5,13%,61 : 39,,,,,,
Reporter,University of Nova Gorica,416,3.5,54%,48 : 52,,,,,,
Reporter,Novena University,1981,25.4,0%,42 : 58,,,,,,
Reporter,Novosibirsk State University of Economics and Management,3717,8.4,16%,72 : 28,,,,,,
Reporter,Nursing School of Coimbra,2138,23.0,7%,85 : 15,,,,,,
Reporter,October 6 University,25927,20.8,3%,49 : 51,,,,,,
Reporter,Oguz Han Engineering and Technology University of Turkmenistan,2223,13.2,0%,52 : 48,,,,,,
Reporter,Olusegun Agagu University of Science and Technology,6474,29.4,0%,28 : 72,,,,,,
Reporter,Omsk State Agrarian University,4838,18.1,13%,55 : 45,,,,,,
Reporter,Orel State Agrarian University named after N.V. Parahin,1769,11.6,16%,42 : 58,,,,,,
Reporter,Orel State University named after I.S. Turgenev,11549,13.3,15%,56 : 44,,,,,,
Reporter,ORT Uruguay University,4151,6.7,2%,47 : 53,,,,,,
Reporter,Ostrogradsky National University of Kremenchuk,4106,11.8,0%,38 : 62,,,,,,
Reporter,Palestine Polytechnic UniversityPalestine,4812,27.0,3%,55 : 45,,,,,,
Reporter,Palestine Technical University – KadooriePalestine,7013,18.3,4%,59 : 41,,,,,,
Reporter,Panteion University of Social and Political Sciences,12615,62.5,2%,52 : 48,,,,,,
Reporter,Paris University of International Education,445,29.7,100%,32 : 68,,,,,,
Reporter,Pavlo Tychyna Uman State Pedagogical University,9149,17.5,2%,32 : 68,,,,,,
Reporter,University of Petra,6538,19.9,21%,57 : 43,,,,,,
Reporter,Pharos University,11106,14.1,6%,49 : 51,,,,,,
Reporter,University of Phayao,18057,20.7,0%,68 : 32,,,,,,
Reporter,Philadelphia University (Jordan),3615,20.1,36%,41 : 59,,,,,,
Reporter,Plymouth Marjon University,1844,18.8,3%,61 : 39,,,,,,
Reporter,Polytechnic University of Tirana,8591,16.2,2%,nan,,,,,,
Reporter,Poltava V.G. Korolenko National Pedagogical University (PNPU),3812,5.8,0%,51 : 49,,,,,,
Reporter,Polytechnic Institute of Setúbal,7829,17.3,6%,54 : 46,,,,,,
Reporter,Universidad Popular Autónoma del Estado de Puebla,11279,16.1,1%,60 : 40,,,,,,
Reporter,Prefectural University of Hiroshima,2623,12.3,2%,65 : 35,,,,,,
Reporter,Prince Sultan University (PSU)Saudi Arabia,4772,19.4,15%,56 : 44,,,,,,
Reporter,"University of Professional Studies, Accra",14017,39.8,0%,46 : 54,,,,,,
Reporter,University of Puthisastra,1649,2.9,0%,55 : 45,,,,,,
Reporter,Queen Margaret University,3906,20.7,31%,77 : 23,,,,,,
Reporter,Rajamangala University of Technology Isan,24166,9.5,0%,46 : 54,,,,,,
Reporter,Ravensbourne,2375,22.3,30%,50 : 50,,,,,,
Reporter,Rawalpindi Medical University,3304,8.4,1%,69 : 31,,,,,,
Reporter,Rennes School of Business,3098,31.3,33%,50 : 50,,,,,,
Reporter,REVA University,13467,21.3,1%,33 : 67,,,,,,
Reporter,Rose Bruford College,653,17.7,18%,60 : 40,,,,,,
Reporter,Rostov State University of Economics,20142,24.5,3%,68 : 32,,,,,,
Reporter,Royal Agricultural University,1017,21.3,14%,51 : 49,,,,,,
Reporter,"Royal Central School of Speech and Drama, University of London",1037,16.5,36%,68 : 32,,,,,,
Reporter,Royal College of Art,2407,21.2,77%,69 : 31,,,,,,
Reporter,Royal Conservatoire of Scotland,1192,10.9,38%,57 : 43,,,,,,
Reporter,Royal Academy of Music,829,9.6,47%,49 : 51,,,,,,
Reporter,Royal College of Music,859,10.6,57%,52 : 48,,,,,,
Reporter,Royal Northern College of Music,871,10.7,33%,50 : 50,,,,,,
Reporter,Russian State Agrarian University – Moscow Timiryazev Agricultural Academy,10763,13.4,5%,50 : 50,,,,,,
Reporter,Russian State University for the Humanities,17032,23.1,4%,67 : 33,,,,,,
Reporter,Russian State Social University,12359,28.2,6%,64 : 36,,,,,,
Reporter,Ryazan State Medical University,7003,11.9,16%,66 : 34,,,,,,
Reporter,University of Sadat City,30141,34.4,4%,54 : 46,,,,,,
Reporter,University of Saint JosephMacao,1141,10.7,24%,62 : 38,,,,,,
Reporter,Saint Petersburg State Pediatric Medical University,4894,9.7,11%,73 : 27,,,,,,
Reporter,Sakon Nakhon Rajabhat University,9328,20.1,0%,64 : 36,,,,,,
Reporter,Salahaddin University,25189,10.7,1%,55 : 45,,,,,,
Reporter,Salem University,513,3.9,1%,40 : 60,,,,,,
Reporter,Samara State University of Economics,4771,24.5,3%,58 : 42,,,,,,
Reporter,Samara State Medical University,7097,9.4,8%,71 : 29,,,,,,
Reporter,Samarkand State University,15754,17.2,0%,50 : 50,,,,,,
Reporter,Samarkand State Institute of Foreign Languages,5010,10.9,0%,74 : 26,,,,,,
Reporter,Samuel Adegboyega University,390,5.4,0%,51 : 49,,,,,,
Reporter,Universidad San Ignacio de Loyola,21556,35.9,1%,51 : 49,,,,,,
Reporter,University of San Martín de Porres,40234,18.0,0%,61 : 39,,,,,,
Reporter,University of Santo Tomas,26511,13.3,7%,51 : 49,,,,,,
Reporter,Satya Wacana Christian University,16132,35.5,0%,45 : 55,,,,,,
Reporter,Saudi Electronic University,21756,24.3,6%,48 : 52,,,,,,
Reporter,SBS Swiss Business School,1644,10.3,57%,42 : 58,,,,,,
Reporter,University of Science and Technology of Southern Philippines (USTP),9222,32.5,0%,60 : 40,,,,,,
Reporter,Sefako Makgatho Health Sciences University,6306,9.9,1%,62 : 38,,,,,,
Reporter,Senshu University,17933,23.0,3%,35 : 65,,,,,,
Reporter,Shaheed Benazir Bhutto Women University Peshawar,5677,38.6,0%,100 : 0,,,,,,
Reporter,Shaheed Zulfiqar Ali Bhutto Medical University,4803,8.6,1%,55 : 45,,,,,,
Reporter,The University of Shiga Prefecture,2853,14.1,1%,49 : 51,,,,,,
Reporter,Shonan Institute of Technology,2234,29.4,9%,7 : 93,,,,,,
Reporter,Samarkand State Medical University,7200,10.2,1%,41 : 59,,,,,,
Reporter,Shri Mata Vaishno Devi University,1805,15.0,0%,40 : 60,,,,,,
Reporter,Sikkim Manipal University,3013,10.5,2%,31 : 69,,,,,,
Reporter,Silesian University in OpavaCzech Republic,5322,20.4,6%,71 : 29,,,,,,
Reporter,Simón Bolívar UniversityVenezuela,4462,10.5,0%,43 : 57,,,,,,
Reporter,Simón Bolívar University (Colombia),18482,18.2,1%,60 : 40,,,,,,
Reporter,Sir Syed University of Engineering and Technology,5879,14.1,0%,14 : 86,,,,,,
Reporter,Sokoto State University,8244,23.8,0%,25 : 75,,,,,,
Reporter,"Solent University, Southampton",8638,16.1,30%,45 : 55,,,,,,
Reporter,University of Sopron,2847,14.9,3%,63 : 37,,,,,,
Reporter,Soran University,4596,9.5,0%,50 : 50,,,,,,
Reporter,University of South Santa Catarina (Unisul),16602,18.8,0%,52 : 48,,,,,,
Reporter,SR University,3238,13.1,0%,49 : 51,,,,,,
Reporter,Sri Balaji Vidyapeeth,3850,7.4,1%,53 : 47,,,,,,
Reporter,University of Sri Jayewardenepura,17069,23.4,0%,62 : 38,,,,,,
Reporter,Sri Lanka Institute of Information Technology,11151,38.7,0%,37 : 63,,,,,,
Reporter,Sri Padmavati Mahila Visvavidyalayam (Women's University),5475,19.6,6%,83 : 17,,,,,,
Reporter,State University of Bahia,20384,10.2,0%,67 : 33,,,,,,
Reporter,State Energy Institute of Turkmenistan,2134,11.5,2%,28 : 72,,,,,,
Reporter,State University of Land Use Planning,4202,13.4,5%,51 : 49,,,,,,
Reporter,"St Mary’s University College, Belfast",914,23.4,48%,74 : 26,,,,,,
Reporter,"St Mary’s University, Twickenham",4738,18.1,25%,54 : 46,,,,,,
Reporter,Stranmillis University College,1059,22.8,18%,79 : 21,,,,,,
Reporter,Suez University,18010,21.8,2%,55 : 45,,,,,,
Reporter,University of Suffolk,3245,16.5,14%,71 : 29,,,,,,
Reporter,Sugiyama Jogakuen University,6064,29.4,0%,100 : 0,,,,,,
Reporter,Sulaimani Polytechnic University,3762,11.4,0%,50 : 50,,,,,,
Reporter,Suratthani Rajabhat University,12086,24.6,0%,71 : 29,,,,,,
Reporter,Széchenyi István University,9299,14.7,5%,43 : 57,,,,,,
Reporter,Tafila Technical University,4094,21.9,1%,43 : 57,,,,,,
Reporter,University of TaipeiTaiwan,7988,17.6,2%,60 : 40,,,,,,
Reporter,Tama Art University,4719,32.8,11%,73 : 27,,,,,,
Reporter,Tarlac Agricultural University,5351,24.3,0%,56 : 44,,,,,,
Reporter,Tarsus University,2556,27.8,2%,42 : 58,,,,,,
Reporter,Tashkent Institute of Finance,8370,21.2,1%,29 : 71,,,,,,
Reporter,Tashkent University of Information Technologies,14404,15.5,0%,22 : 78,,,,,,
Reporter,Tashkent Institute of Irrigation and Agricultural Mechanisation,5750,7.1,5%,24 : 76,,,,,,
Reporter,Tashkent Medical Academy,6495,8.8,2%,42 : 58,,,,,,
Reporter,Tashkent Pediatric Medical Institute,5704,10.1,1%,50 : 50,,,,,,
